real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0718210335744726,0.063155909977059,0.063155909977059,Using Identity Responses,2017,SC,logit,692
0.0718210335744726,0.0554044043089305,0.0554044043089305,Not Using Identity Responses,2017,SC,logit,692
