real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0718210335744726,0.0626975473800757,0.0626975473800757,Using Identity Responses,2017,SC,rf,692
0.0718210335744726,0.0487790897593803,0.0487790897593803,Not Using Identity Responses,2017,SC,rf,692
