real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0752293988706872,0.0790341393013832,0.0834693676070817,Using Contact Responses,2015,WY,lassolog,2424
0.0752293988706872,0.0780038989399544,0.0829311931721459,Not Using Contact Responses,2015,WY,lassolog,2424
