real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0724316693226179,0.12793741694757,0.127986182422814,Using Identity Responses,2013,IL,logit,3276
0.0720010803754207,0.062831768124156,0.058871135120752,Using Identity Responses,2015,IL,logit,3282
0.0737981062313222,0.0822695101788508,0.0822695101788508,Using Identity Responses,2017,IL,logit,5010
0.0724316693226179,0.156133165700511,0.156207533297571,Not Using Identity Responses,2013,IL,logit,3276
0.0720010803754207,0.0588496670999405,0.0539214422980231,Not Using Identity Responses,2015,IL,logit,3282
0.0737981062313222,0.0794008301491891,0.0794008301491891,Not Using Identity Responses,2017,IL,logit,5010
