real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0752293988706872,0.0744822549956469,0.0793081201191091,Using Contact Responses,2015,WY,ridge,2424
0.0752293988706872,0.0755369553717201,0.0803628204951822,Not Using Contact Responses,2015,WY,ridge,2424
