real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0451025589617144,0.0536350153010935,0.0536350153010935,Using Identity Responses,2017,TX,rf,980
0.0451025589617144,0.0429051177233039,0.0429051177233039,Not Using Identity Responses,2017,TX,rf,980
