real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0353830356398709,0.0403345738237153,0.0402369056435348,Using Identity Responses,2015,MA,rf,1542
0.0498931739393917,0.0454996564181751,0.0454996564181751,Using Identity Responses,2017,MA,rf,1642
0.0353830356398709,0.0343034461459681,0.0341930719396268,Not Using Identity Responses,2015,MA,rf,1542
0.0498931739393917,0.0359844885951723,0.0359844885951723,Not Using Identity Responses,2017,MA,rf,1642
