real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0809785336524663,0.0776447016051278,0.0767624690011616,Using Identity Responses,2013,WI,ridge,1434
0.0802371356997158,0.0747149446434065,0.0747149446434065,Using Identity Responses,2017,WI,ridge,1026
0.0809785336524663,0.0885241396784706,0.0876419070745044,Not Using Identity Responses,2013,WI,ridge,1434
0.0802371356997158,0.0670496693713183,0.0670496693713183,Not Using Identity Responses,2017,WI,ridge,1026
