real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0643806808956871,0.0797183238722008,0.0773509703142615,Using Identity Responses,2015,CA,lasso,1000
0.0925486930642431,0.0875800942814132,0.0875800942814132,Using Identity Responses,2017,CA,lasso,866
0.0643806808956871,0.0822167531696315,0.0798493996116923,Not Using Identity Responses,2015,CA,lasso,1000
0.0925486930642431,0.0810431946657725,0.0810431946657725,Not Using Identity Responses,2017,CA,lasso,866
