real_prop,pred_prop,pred_prop_2017,predset,year,pred_state,model,n
0.0573797749157556,0.071241123496561,0.0711077342653226,Using Identity Responses,2015,AR,ridgelog,1348
0.0568098506161409,0.0821575490434165,0.0821575490434165,Using Identity Responses,2017,AR,ridgelog,822
0.0573797749157556,0.0597292945195514,0.0595816064489765,Not Using Identity Responses,2015,AR,ridgelog,1348
0.0568098506161409,0.0621387271692309,0.0621387271692309,Not Using Identity Responses,2017,AR,ridgelog,822
